ID Number,Name,Host ID Number,Host Name,Neighbourhood,Latitude,Longitude,Room Type,Price,Number of Days Available per Year
19847550,*New Construction Luxury Kendall Square Townhouse*,111823791,Parker,The Port,42.36732,-71.09495,Entire home/apt,800,280
19911587,WALK to HARVARD&MIT with MEMORY BED 5,15154687,John,Riverside,42.36365,-71.10974,Private room,99,341
19942644,3A Harvard MIT CAmbridge- steps to everything!,81038,Louisa,Mid-Cambridge,42.36765,-71.1059,Entire home/apt,225,349
19982161,"Cozy, Bright Studio in Back Bay/South End",12195484,Rada,Area 2/MIT,42.34728,-71.07585,Entire home/apt,190,222
19997604,Back Bay Apartment near MIT and Newbury Street,51079261,Riverside,Area 2/MIT,42.35095,-71.09009,Entire home/apt,230,7
20024644,Bright & updated 2BR in Central Sq! Harvard/MIT,112868041,Jamie,Cambridgeport,42.3629,-71.10567,Entire home/apt,275,67
20035436,Studio convenient for Harvard & MIT Scholar,11441054,Katy,Strawberry Hill,42.3751,-71.16598,Entire home/apt,70,291
20074456,Charles River/Harvard Square - free parking,87618246,Richard,West Cambridge,42.37452,-71.12806,Entire home/apt,254,260
20074638,Sunny Apt near MIT/Harvard Central Sq-FreeParking,55554594,David,Riverside,42.36586,-71.10985,Entire home/apt,224,150
20088043,The Irving at Davis Square - Room 3B,139863492,Darryl,North Cambridge,42.4,-71.12281,Private room,121,70
20089823,The Irving at Davis Square - 3A & 3B,139863492,Darryl,North Cambridge,42.40219,-71.12066,Private room,240,64
20137476,Cozy Room in Beacon Hill/MIT/MGH! (Room A),95634275,Sophia,East Cambridge,42.35966,-71.06538,Private room,156,230
20152689,Cozy Room in the Heart of Boston (MGH/Downtown),95634275,Sophia,East Cambridge,42.36019030700401,-71.06400321,Private room,133,203
20153407,Private room in spacious home near Harvard Square,16849714,Rachel,Mid-Cambridge,42.37183,-71.10796,Private room,50,90
20229074,Great South End / Back Bay location! 1 bed condo,84699905,Jack,Area 2/MIT,42.34631,-71.07188,Entire home/apt,298,97
20229981,3rd Floor Sunny Bedroom w/Queen size Bed,64899249,"Maria  ,",Wellington-Harrington,42.38967,-71.09149,Private room,125,342
20232961,"Bright room in Coolidge Corner (BU, HMS, Fenway)",83755201,Mar,Cambridgeport,42.34733,-71.11933,Private room,112,12
20269766,Sunny third floor bedroom with a Full Size bed(#3),64899249,"Maria  ,",Wellington-Harrington,42.38967,-71.09149,Private room,125,342
20269844,"Sun-Drenched, Quiet  3rd Floor,3 bedrooms",64899249,"Maria  ,",Wellington-Harrington,42.39053,-71.091,Entire home/apt,225,340
20355928,4B CAMBRIDGE WALK HARVARD/MIT LARGE SPOTLESS,81038,Louisa,Mid-Cambridge,42.367924,-71.105728,Entire home/apt,225,250
20403672,2A Harvard MIT CAMBRIDGE - amazing location!,81038,Louisa,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,225,276
20419752,Spacious 3BR for Business/Family w/Full Kitchen,145655051,Karen,The Port,42.36565,-71.10005,Entire home/apt,322,187
20462256,"Quirky, Cozy 1 Bedroom in Kendall Square",43450256,Steve,East Cambridge,42.367,-71.08019,Entire home/apt,102,0
20504268,Beautiful 2 Bed 2 Private Bath near MIT/Harvard,40515595,Mo,Wellington-Harrington,42.37177,-71.09794,Entire home/apt,275,0
20520318,Cambridge Vacation Rental Rooms M807 #3,32532791,Marie,Mid-Cambridge,42.37184,-71.09944,Private room,169,158
20572514,4A CAMBRIDGE HARVARD/MIT/LESLEY GORGEOUS 1BD!,81038,Louisa,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,225,306
20597669,Private Bedroom & Bath Near Harvard with Parking,59001872,Brian,Agassiz,42.37806,-71.10838,Private room,140,0
20631576,Prudential suite in Somerville’s Winter Hill,342545,Anjana And Karthik,East Cambridge,42.38471,-71.0852,Private room,133,57
20726246,"Large private room 10min walk to Fenway,BC,BU,T",31340713,Kama,Area 2/MIT,42.34591,-71.10692,Private room,79,209
20738325,Private room - walk to the subway,342545,Anjana And Karthik,East Cambridge,42.38289,-71.0853,Private room,130,73
20745288,Large Private Room BU/Harvard/ Northeastern/Fenway,83755201,Mar,Cambridgeport,42.34573,-71.11783,Private room,130,140
20775116,Gorgeous Audubon Circle Studios (2),70331522,Laurie,Area 2/MIT,42.34737,-71.1033,Entire home/apt,175,319
20785742,Symphony Place,148963669,Richard And Vicki,Area 2/MIT,42.34132,-71.08615,Entire home/apt,243,72
20797694,The Modica Estate #1,39361614,Jamal,The Port,42.36455,-71.09764,Private room,84,93
20799027,"Modica Estate, Room #2",39361614,Jamal,The Port,42.3649,-71.09727,Private room,60,139
20829873,"Bright, Clean Private room with Private Bathroom.",110167774,Armia,Cambridgeport,42.34572,-71.12652,Private room,86,297
20868619,Newly renovated 3 bedroom  w/wifi & parking,117861820,Kevin,West Cambridge,42.35948,-71.14155,Entire home/apt,280,95
20917610,NEW Modern Apartment Near Boston & Harvard Square.,20322837,Mehmet,Strawberry Hill,42.37223,-71.16115,Entire home/apt,162,217
20926438,Free Parking 2 Bed 1 Bath Steps from BU/Kenmore,130680380,Jodie,Area 2/MIT,42.35092,-71.09394,Entire home/apt,400,100
20928592,Large 2 bed w/ Parking in Quiet Cambridge Home,43450256,Steve,East Cambridge,42.36956,-71.08385,Entire home/apt,300,93
20960511,Sunny and Quiet 3rd Floor Bedroom w/2 windows,64899249,"Maria  ,",Wellington-Harrington,42.38967,-71.09149,Private room,125,342
20970295,M8/HARVARD MIT SUBWAY PRIVATE BEDROOM,93503221,Lynne,Mid-Cambridge,42.37365,-71.10463,Private room,95,157
21012161,Mid-Cambridge Comfort!,151298426,Vanessa,Mid-Cambridge,42.37168,-71.10575,Entire home/apt,529,20
21015982,Sunny and Quiet room w/two windows and AC,64899249,"Maria  ,",North Cambridge,42.39632,-71.10468,Private room,125,264
21148168,Room in Brookline Village near Longwood Hospitals,5350366,Scott,Cambridgeport,42.33308,-71.11524,Private room,50,308
21182192,Private Deck & Parking For Rent. Location!,96442537,Margarita,Area 2/MIT,42.34971,-71.06862,Entire home/apt,360,139
21187218,"Harvard/MIT/Tufts..Beautiful, Bright  2 Bdrm APT",14131954,Randy And Jean,Agassiz,42.38549,-71.10217,Entire home/apt,199,210
21204503,4BR 3BA Cambridge Oasis - Harvard/MIT/Boston,26693600,Jenny,Riverside,42.36658,-71.11473,Entire home/apt,838,111
21229815,#4 - 12 HOUR RENTAL*NO PARKING* READ LISTING,136163630,Jenny,Wellington-Harrington,42.37712,-71.09738,Private room,75,26
21238858,Boston/Brookline Private 1 BR/Bath w/ Free Parking,147418936,Dana And Andrew,West Cambridge,42.34745,-71.14036,Entire home/apt,121,319
21243072,"Private room, private bathroom, amazing location",110167774,Armia,Cambridgeport,42.34567,-71.1249,Private room,100,336
21243460,"private room, private bathroom with parking",110167774,Armia,Cambridgeport,42.34587,-71.12439,Private room,270,275
21248869,"*10min walk-Harvard, Suite-like/private entry/3fl",28283338,Rae&Jarrod,Agassiz,42.38363,-71.11879,Private room,93,0
21275668,"Kendall Square, MIT, Biotech Center",41854028,David,East Cambridge,42.37082,-71.08123,Entire home/apt,297,2
21350397,Astonishing 1 Bed South End Boston's Best Location,154540888,Stephanie,Area 2/MIT,42.34406,-71.07,Entire home/apt,288,275
21369962,Beacon Hill Designer Suite with Roof deck,57533988,Christal,East Cambridge,42.35748,-71.06156,Entire home/apt,215,217
21385410,Comfy Private Bedroom in Cambridge,29313226,Rogelia,Wellington-Harrington,42.37373,-71.09636,Private room,60,90
21389613,1FW（永不上架）,44086891,Mindy,Wellington-Harrington,42.37213,-71.08843,Entire home/apt,540,179
21410959,Cozy and comfortable near Union green line - #2,136163630,Jenny,Wellington-Harrington,42.37568,-71.10044,Private room,109,17
21444743,BACK BAY STUDIO ON MARLBOROUGH ST-min 3 months,155595193,Michelle,Area 2/MIT,42.35243,-71.07565,Entire home/apt,160,364
21445050,LUXURY BACK BAY STUDIO NEAR BERKLEY & Northeastern,155595193,Michelle,Area 2/MIT,42.34651,-71.0899,Entire home/apt,115,280
21445137,BEACON HILL STUDIO BY MASS GENERAL HOSPITAL,155595193,Michelle,East Cambridge,42.36048,-71.06898,Entire home/apt,135,279
21448743,"Arlington Craftsman Blue Room, Int. Well Restored",9913290,Thomas,North Cambridge,42.41333,-71.15628,Private room,88,38
21460557,Modern Studio - Davis/Porter/Harvard,119102701,Isabelle,North Cambridge,42.39196,-71.12186,Entire home/apt,212,62
21486679,"Stylish Studio in the Back Bay, on Newbury St; #9",22348222,Maverick,Area 2/MIT,42.34979,-71.08263,Entire home/apt,188,331
21515080,"Private room and Private bathroom,Amazing location",110167774,Armia,Cambridgeport,42.34588,-71.1265,Private room,100,322
21546255,Harvard/MIT/Lesley/Tufts Private Room & Bath,4274693,Vinit,Agassiz,42.38449,-71.1173,Private room,125,202
21607175,"Huge, 3 blocks from Subway * PARKING *READ LISTING",136163630,Jenny,Wellington-Harrington,42.37633,-71.09746,Private room,124,15
21679902,"Back Bay studio- Close to Northeastern, colleges..",155595193,Michelle,Area 2/MIT,42.35144,-71.08725,Entire home/apt,160,365
21682941,Casa Paradiso - Top Floor 1bed/1bath in Cambridge,101409695,Alexandria,Wellington-Harrington,42.37147,-71.08872,Entire home/apt,135,286
21701419,Private bedroom overlooking the river in high rise,6574212,Jim,East Cambridge,42.36441,-71.0686,Private room,99,128
21779767,BACK BAY ONE BEDROOM ON COMMONWEALTH AVE-MONTHLY,155595193,Michelle,Area 2/MIT,42.35078,-71.08389,Entire home/apt,115,357
21815325,"WaterfrontM (North End)-MGH, SUBWAY, RESTAURANTS",155595193,Michelle,East Cambridge,42.36571,-71.05065,Entire home/apt,160,357
21885937,Forever Green,159674828,娟,Wellington-Harrington,42.37002,-71.0922,Private room,56,0
21897391,Beautiful Back Bay Duplex rental,392021,Karen,Area 2/MIT,42.34863,-71.08784,Entire home/apt,975,211
21925988,Comfy room 3 min to T stop-easy access to Boston,21745230,Jurek,East Cambridge,42.38356,-71.07874,Private room,53,206
21985926,"Arlington Craftsman Green Room, Int. Well Restored",9913290,Thomas,North Cambridge,42.40899,-71.15955,Private room,76,40
22081464,Cambridge Executive Suites,161304675,Brian,North Cambridge,42.39696,-71.13258,Entire home/apt,60,0
22085012,The Vintage Art House- half mile to Davis!,32712879,Kate,North Cambridge,42.39253,-71.11186,Private room,59,36
22099694,Modern House near Harvard. Luxury Master - Dogs Ok,159728840,Michael,Riverside,42.36725,-71.1113,Entire home/apt,479,45
22107205,3 bed/2 bath/BOS/MIT/Harvard/Encore-3 Free parking,93537293,Kenia,Wellington-Harrington,42.38516,-71.0914,Entire home/apt,274,222
22187178,@2闪闪 spacious room near Tufts Cambridge Davis Sq.,161997023,Shine,North Cambridge,42.40992,-71.13284,Private room,92,273
22216607,Harvard Square home,8706284,Gunduz,Mid-Cambridge,42.37307,-71.11215,Entire home/apt,199,0
22228329,@1闪闪 w/sunroom/private bathroom/ Tufts Davis Sq.,161997023,Shine,North Cambridge,42.40992,-71.13284,Private room,108,233
22248444,Room in newly rennovated condo.,27853778,Lauren,Wellington-Harrington,42.37688,-71.09787,Private room,75,23
22265937,*New  2 beds* free parking Harvard MIT Cambridge 4,162705378,Huanan,Cambridgeport,42.36355,-71.10517,Entire home/apt,140,244
22265939,*New studio free parking Harvard  MIT Cambridge 3,162705378,Huanan,Cambridgeport,42.36245,-71.1051,Entire home/apt,126,243
22282805,1 Bdrm Apt near Tufts: Fully-Furnished Chic & Pvt.,162845504,Kevin,North Cambridge,42.39862,-71.10512,Entire home/apt,214,238
22287397,"Hotel: Near T, Cambridge, Queen bed, private bath",162885740,Hong,North Cambridge,42.39369,-71.12508,Private room,180,112
22327536,@3闪闪 sunny room near Tufts Cambridge Davis Sq.,161997023,Shine,North Cambridge,42.4099,-71.13335,Private room,72,83
22328758,@4闪闪 overflow room near Tufts Cambridge Davis Sq.,161997023,Shine,North Cambridge,42.40993,-71.13333,Private room,72,339
22338629,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Churchill,East Cambridge,42.363747,-71.083374,Entire home/apt,469,365
22339138,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Churchill,East Cambridge,42.363747,-71.083374,Entire home/apt,469,365
22352805,Brand New 1BR Apt | Fitness Center | MIT Museum,95459395,Bluebird,East Cambridge,42.363617,-71.082024,Entire home/apt,464,281
22353454,Spacious 1BR Apt | Full Kitchen | Panoramic Views,95459395,Bluebird,East Cambridge,42.363617,-71.082024,Entire home/apt,464,281
22377492,"Beautiful, sunny charming room overlooking Charles",2722041,Dominic,West Cambridge,42.37565,-71.13135,Private room,275,87
22435979,Spacious South End Condo * Free on street parking*,19116354,Stefan,Area 2/MIT,42.33985,-71.07303,Entire home/apt,160,264
22445323,Cambridge Medical 1BR Apt Near Harvard University,163251048,Global Luxury,East Cambridge,42.36446,-71.08203,Entire home/apt,383,0
22449711,Lux Cambridge Medical 1BR Apt Close To T-Stop!,163251048,Global Luxury,East Cambridge,42.36441,-71.08261,Entire home/apt,383,0
22461420,Cambridge Medical 2BR Apt Next To Fenway Park!,163251048,Global Luxury,East Cambridge,42.36283,-71.08269,Entire home/apt,545,0
22461484,Beautiful Medical 2 Bedroom Apt Steps to MIT!,163251048,Global Luxury,East Cambridge,42.36321,-71.08238,Entire home/apt,545,0
22503473,Beautiful Medford Home Next to Tufts University,977147,John,North Cambridge,42.41552,-71.12131,Entire home/apt,400,352
22602459,"Newly-Renovated, Stunning Cambridge 2BR",166253811,Patrick,Wellington-Harrington,42.37327,-71.09237,Entire home/apt,238,39
22625445,"Serene, Roomy 2BR near Harvard & Davis Sq",71341215,Cheryl,North Cambridge,42.3896,-71.12363,Entire home/apt,130,1
22627055,The Boston Christopher Grand Studio Suite,48494513,Inn Boston,Area 2/MIT,42.34337,-71.07944,Entire home/apt,200,59
22627141,The Boston Christopher Grand Studio Suite,48494513,Inn Boston,Area 2/MIT,42.34233,-71.07922,Entire home/apt,200,178
22627198,The Boston Christopher Grand Studio Suite,48494513,Inn Boston,Area 2/MIT,42.34178,-71.07815,Entire home/apt,200,231
22629543,One bedroom at Harvard Square to share,166600256,Elena,Mid-Cambridge,42.37289,-71.10916,Shared room,50,260
22714438,Stunning Studio Loft in Back Bay/ South End,37327467,Melissa,Area 2/MIT,42.34167,-71.07539,Entire home/apt,130,243
22745802,Renovated Charming Church Union Square w/ parking,54125762,Lidia,Wellington-Harrington,42.3813,-71.09864,Entire home/apt,218,135
22771967,"Bright,clean,room, Davis/Tufts/Red Line",12811628,Rupa,North Cambridge,42.39988,-71.11487,Private room,129,89
22788158,*Victorian Brownstone heart of the South End!,4882636,Elena,Area 2/MIT,42.34218,-71.07716,Entire home/apt,485,53
22840213,Newly Renovated Harvard Garden Studio,117861820,Kevin,West Cambridge,42.35972,-71.1417,Entire home/apt,167,120
22842459,Luxurious and Spacious 5 bedroom in Mid-Cambridge,4167496,Ivan,Mid-Cambridge,42.3739,-71.10556,Entire home/apt,750,364
22886713,Newly Renovated Boston College Studio,117861820,Kevin,West Cambridge,42.35971,-71.14282,Entire home/apt,159,129
23005898,2BD Apt in Cambridge (Short Term Rental Available),1770603,Lucy,Strawberry Hill,42.37719,-71.15458,Entire home/apt,130,193
23102114,Comfortable Room - 2 - Near BU/MIT/NEU/MGH/Harvard,171618898,Mark,Cambridgeport,42.35777,-71.11307,Private room,115,294
23114790,Luxurious 3Bdr Apartment near Fresh Pond,21631889,Ling Yi,Neighborhood Nine,42.388,-71.13849,Entire home/apt,480,131
23128943,Beautiful high rise river views in doorman condo,6574212,Jim,East Cambridge,42.36642,-71.06646,Private room,99,52
23166408,Luxury 2BR Penthouse in heart of Boston North End,9785157,Patty,East Cambridge,42.36525,-71.05702,Entire home/apt,200,146
23181189,Cozy Place in Beacon Hill/MGH | Walk Everywhere,95634275,Sophia,East Cambridge,42.36019933277984,-71.06400106,Private room,260,0
23183205,BACK BAY APARTMENT ON MARLBOROUGH ST,38997,Michelle,Area 2/MIT,42.34942,-71.08831,Entire home/apt,135,365
23202600,Mid-Cambridge Comfort 1,151298426,Vanessa,Mid-Cambridge,42.36964,-71.10575,Private room,135,17
23202681,Mid-Cambridge Comfort 2,151298426,Vanessa,Mid-Cambridge,42.36985,-71.10494,Private room,129,18
23202737,Mid-Cambridge Comfort 3,151298426,Vanessa,Mid-Cambridge,42.37163,-71.10575,Private room,129,0
23252361,Large 1-Bed. Condo in the Heart of the North End,173057387,Tim,East Cambridge,42.36551,-71.05513,Entire home/apt,409,314
23257882,Cozy 2 Bedroom  on Charles River - Harvard Square,87618246,Richard,West Cambridge,42.37538,-71.12956,Entire home/apt,266,217
23287236,Lrge 2 Bed/Bath by MGH Fast Wifi 100 mbps Best Loc,20079643,Alex @ Bcohousing,East Cambridge,42.36534,-71.06733,Entire home/apt,330,340
23287239,Downtown Boston | Stylish Studio | Full Kitchen,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,362
23288548,Specials!|  Downtown Studio by GLS | Steps from T,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,367,365
23289378,Modern Studio | Downtown Boston | Steps from T,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,356,362
23289684,860 Sqft 1BD Apt by MGH Fast WIFI 100 mbps BST LOC,20079643,Alex @ Bcohousing,East Cambridge,42.36362,-71.07038,Entire home/apt,217,266
23302453,Private 1BR | Steps from Boston  Hospitals | GLS,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,393,365
23302890,Spacious 1BR | 24-HR Concierge | Downtown Boston,30283594,Global Luxury Suites,Area 2/MIT,42.352093,-71.06081,Entire home/apt,393,365
23304072,The Boston Christopher One Bedroom,48494513,Inn Boston,Area 2/MIT,42.342,-71.07939,Entire home/apt,199,231
23304141,The Boston Christopher One Bedroom,48494513,Inn Boston,Area 2/MIT,42.34229,-71.07777,Entire home/apt,229,231
23305585,Sunny Somerville Apartment,11869933,April,Agassiz,42.38381,-71.11175,Entire home/apt,223,16
23321493,"2bed/2bath,River View, Seconds from Mass General H",20079643,Alex @ Bcohousing,East Cambridge,42.36347,-71.0699,Entire home/apt,338,328
23392249,Lux Studio in The Heart of Boston|Modern Amenities,95459395,Bluebird,Area 2/MIT,42.35209,-71.06081,Entire home/apt,414,362
23393082,Sleek Boston Studio |Work Desk and W-Fi,95459395,Bluebird,Area 2/MIT,42.352093,-71.060806,Entire home/apt,414,362
23393395,Studio steps 2 Boston Commons & Close to Hospitals,95459395,Bluebird,Area 2/MIT,42.352093,-71.060806,Entire home/apt,427,365
23393589,Stunning Boston Studio |Perfect for Travel Nurses,95459395,Bluebird,Area 2/MIT,42.352093,-71.060806,Entire home/apt,427,365
23394295,Luxury Studio|High Speed Internet|Boston,95459395,Bluebird,Area 2/MIT,42.352093,-71.060806,Entire home/apt,414,362
23435782,Boston Entire House (Brookline) - Yard & Parking,133988158,Bill And Betsy,Cambridgeport,42.34534,-71.13263,Entire home/apt,300,99
23445914,"Watertonwn    Convenience  walk to t,BU.",101861255,Ana,Strawberry Hill,42.36757,-71.15548,Private room,63,52
23446385,Watertonw  IN  PROGRESS.,101861255,Ana,Strawberry Hill,42.36921,-71.1565,Private room,76,349
23456501,"Comfy room  with adjustable MSG power bed,BKF (1A)",155117960,Sky,North Cambridge,42.39421,-71.10337,Private room,300,90
23457160,Private queen room BKF close to busstop,155117960,Sky,North Cambridge,42.39403,-71.10146,Private room,53,90
23523253,Comfortable Room - 3 -near Harvard/MIT/BU/MGH/NEU,171618898,Mark,Cambridgeport,42.35803,-71.11319,Private room,133,275
23563670,Room Near Harvard/MIT/NEU/BU/MGH Private Bath - 4,171618898,Mark,Cambridgeport,42.35946,-71.11082,Private room,185,294
23592161,"Cozy, Modern & Central 1 bed close to waterfront.",40132620,Dr. Robert,East Cambridge,42.36595,-71.05406,Entire home/apt,226,224
23594538,"Picture-perfect Cambridge guest apartment, parking",176415954,Nancy And Steve,North Cambridge,42.39571,-71.13064,Entire home/apt,185,102
23608717,private room in beautiful townhouse,172153098,Chloe,Strawberry Hill,42.36949,-71.16179,Private room,55,90
23651852,Awesome condo in Fenway,9669662,Jasbir,Area 2/MIT,42.34489,-71.09692,Entire home/apt,171,290
23660990,Stunning 2bd Central Square /MIT/ Harvard/Red Line,112868041,Jamie,Cambridgeport,42.36103,-71.1043,Entire home/apt,299,73
23730467,1 Br with Parking Perfect Location (Harvard/MIT),177906351,Siyu,The Port,42.36738,-71.10082,Entire home/apt,227,90
23761920,The Barn,68375262,Elysabeth & Mike,North Cambridge,42.41179,-71.15023,Entire home/apt,195,26
23761996,"2Bed/2Bath, Modern Bldg  Across MGH W/D In Suite",20079643,Alex @ Bcohousing,East Cambridge,42.36456,-71.06923,Entire home/apt,330,325
23769190,Modern 2bd Central Square/ MIT/Harvard/ Red Line T,112868041,Jamie,Cambridgeport,42.36102,-71.10582,Entire home/apt,299,83
23841523,Lrge 1 BR Apt | Water View | Fast WiFi | Best Loc.,20079643,Alex @ Bcohousing,East Cambridge,42.36563,-71.06834,Entire home/apt,229,323
23872975,Luxe Historic Elegance Overlooking Thompson Square,149379579,Kristen,East Cambridge,42.37648,-71.06444,Entire home/apt,354,34
23902787,Fresh Pond Paradise,39476963,Irina,West Cambridge,42.37781,-71.14639,Entire home/apt,150,77
23912131,Quite 1 Bd Apt near Massachusetts General Hospital,20079643,Alex @ Bcohousing,East Cambridge,42.36393,-71.069,Entire home/apt,217,307
24011176,"Newly-Renovated, Stunning Cambridge 1BR",166253811,Patrick,Wellington-Harrington,42.37252,-71.09046,Entire home/apt,215,50
24035495,Beautiful 2 bedroom condo in Boston's South End,7701185,Matthew,Area 2/MIT,42.33954,-71.07838,Entire home/apt,135,244
24061454,Fully Furnished 2 Bedroom in Boston near Berklee,5322468,Andre,Area 2/MIT,42.34492,-71.08872,Entire home/apt,110,104
24102034,Private Floor w Private Entry/Bath. Near Harvard,181513542,Dan,Strawberry Hill,42.37881,-71.17267,Entire home/apt,95,317
24168312,Back Bay Apt on Marlborough St (Hereford St block),180283497,Michelle,Area 2/MIT,42.35136,-71.08851,Entire home/apt,135,266
24184848,Studio in Somerville-Union Sq. (Harvard/MIT/Tufts),31766933,Mónica,Wellington-Harrington,42.37811,-71.10054,Entire home/apt,118,311
24186613,"Clean, cozy, cute: private room near Davis Square!",8187170,Bob,North Cambridge,42.39674,-71.11286,Private room,122,39
24277032,"North End 1 Bedroom- CLOSE MGH, Subway, Hanover St",180283497,Michelle,East Cambridge,42.36547,-71.05492,Entire home/apt,160,339
24298372,Comfortable Room- 1 - Near BU/NEU/MIT/Harvard/MGH,171618898,Mark,Cambridgeport,42.35962,-71.11151,Private room,138,328
24304200,(2) Beautiful N. Cambridge Private Room Two Twin B,88140341,Ana,North Cambridge,42.39311,-71.12854,Private room,110,150
24325336,Beacon Hill Studio - 2 min Walk to MGH-Subway-,180283497,Michelle,East Cambridge,42.36026,-71.07003,Entire home/apt,135,323
24337722,"Private Room: BU, Longwood/Harvard Medical, Fenway",83755201,Mar,Cambridgeport,42.34727,-71.11837,Private room,136,72
24348595,UNION SQ historic character with modern amenities,81713374,Robin,Wellington-Harrington,42.38064,-71.09593,Entire home/apt,150,224
24378766,Downtown Theater District & Boston Common Park,799496,Kj,Area 2/MIT,42.35202,-71.06486,Entire home/apt,239,356
24442402,BnB! Sunny private bedroom/bath near Harvard,181267574,Candace,West Cambridge,42.38208,-71.13386,Private room,145,116
24484501,Top of the World,114515516,William,East Cambridge,42.38113,-71.08021,Entire home/apt,900,265
24563107,Sunny 2Bed Apt River View By Mass General Hospital,20079643,Alex @ Bcohousing,East Cambridge,42.3649,-71.06838,Entire home/apt,343,329
24586887,Urban oasis in Huron Village,185802542,Cynthia,West Cambridge,42.3828,-71.14176,Entire home/apt,300,54
24605964,Comfortable Room and Convenient to Subway,34926211,Quinn,East Cambridge,42.38833,-71.08337,Private room,67,15
24751989,"Private, stylish, in central location",22604641,Emanuel,Wellington-Harrington,42.37417,-71.09767,Entire home/apt,155,191
24865433,"Large 2 Bed/2Bath By MGH, Washer/Dryer in Suite",20079643,Alex @ Bcohousing,East Cambridge,42.36556,-71.06973,Entire home/apt,326,332
24886707,"LIVING in THE CITY,CLOSE TO HARVARD&MIT",15154687,John,Wellington-Harrington,42.37346,-71.09048,Private room,92,350
24887170,Private Rm near Tufts/Harvard/MIT/MGH,70969915,Carla & Steve,North Cambridge,42.39557,-71.13078,Private room,95,0
24888768,Comfortable convenient  Cambridge Apt.,98988662,Jake,Cambridgeport,42.35792,-71.10938,Entire home/apt,193,2
24888817,"LIVING in THE CITY,CLOSE TO HARVARD&MIT",15154687,John,Wellington-Harrington,42.37191,-71.09019,Private room,92,347
24894857,"(3) LIVING IN THE CITY, CLOSE TO HARVARD&MIT",15154687,John,Wellington-Harrington,42.37371,-71.09189,Private room,89,346
24910356,"Elegant 2BR, 2Bath Private Coolidge Corner-Parking",188331599,Barbara,Cambridgeport,42.345348,-71.130302,Entire home/apt,383,6
24914428,5⭐Freedom Trail Eco French 1BR⭐Free Parking & Deck,11410590,Nika & Tony,East Cambridge,42.37389,-71.06223,Entire home/apt,206,145
24965806,Back Bay Apartment near MIT and Newbury Street - G,51079261,Riverside,Area 2/MIT,42.35013,-71.08911,Entire home/apt,230,61
24967119,"Cultural District, MIT, Harvard, 1Br, Free parking",158575537,Dan And Kat,The Port,42.36599,-71.09882,Entire home/apt,339,20
24992422,Luxurious Home in Boston's Historic Charlestown,188938217,Katherine And Dan,East Cambridge,42.37708,-71.0604,Entire home/apt,299,105
25008538,Somerville One Bedroom Summer Sublet,94335661,Juan,North Cambridge,42.3949,-71.11927,Private room,52,89
25031480,"Double Room at clean, safe, kind urban guesthouse",96423949,Jessica & Shawn,Cambridgeport,42.33938,-71.11893,Private room,180,193
25036068,Harvard Sq Studio w/parking walk to HBS/HLS/MIT/BU,184906834,Janice,Riverside,42.3686,-71.11414,Entire home/apt,183,52
25106852,Top floor of Somerville single family,189776089,Nimco,North Cambridge,42.39386,-71.09967,Private room,215,14
25284439,Steps to Boston Common | Bright 1BR | Laundry,163251048,Global Luxury,Area 2/MIT,42.352093,-71.060806,Entire home/apt,442,365
25374033,Lux Studio Apt in new bldg near Chinatown w/gym,9419684,Churchill,Area 2/MIT,42.35309,-71.06178,Entire home/apt,259,332
25476466,"River Location, City Views-Safe, Walkable,Central!",9529655,Suzanne,Area 2/MIT,42.3499,-71.09545,Entire home/apt,235,362
25520363,A true “home away from home”,4842537,Haim,West Cambridge,42.34736,-71.13911,Entire home/apt,300,222
25562756,a poet's home: enchanting 2BR with rare fireplace,36435851,Maya,North Cambridge,42.40275,-71.12384,Entire home/apt,160,177
25576444,SouthEnd Eagles Nest,34719298,Michael,Area 2/MIT,42.34226,-71.07881,Entire home/apt,147,3
25687175,Sunny 2Bed Apt—10 Meters from Harvard Law School!,45224133,Clare,Agassiz,42.37925,-71.11994,Entire home/apt,144,90
25691658,2Bed—10 Meters from Harvard Law School! Big & New!,45224133,Clare,Neighborhood Nine,42.37904,-71.12007,Entire home/apt,264,90
25728312,Private Bedroom at Harvard,9928124,Zayetta,Mid-Cambridge,42.37675,-71.10975,Private room,60,276
25770647,"Naturally Lit, Modern Loft in Heart of Downtown!",1911807,Kelly & Chris,East Cambridge,42.35529,-71.06087,Entire home/apt,425,272
25778262,Serene 2br near Harvard/Lesley 3fl private entry,28283338,Rae&Jarrod,Agassiz,42.38304,-71.11735,Entire home/apt,243,35
25822133,"*Garden Studio NR Fenway,BU,Coolidge Crnr, C train",43352820,Betsy,Cambridgeport,42.343,-71.12855,Private room,175,264
26005227,Full Condo: Heart of the South End!,432317,Julie,Area 2/MIT,42.34533,-71.07118,Entire home/apt,229,2
