name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,Jimmy Approved
Step Up,2006,PG-13,1h 44min,Crime; Drama; Music; ,11 August 2006 (USA),6.5,108504,285,1
Bill & Ted's Excellent Adventure,1989,PG,1h 30min,Adventure; Comedy; Music; ,17 February 1989 (USA),6.9,107579,228,0
Pirate Radio,2009,R,1h 57min,Comedy; Drama; Music; ,13 November 2009 (USA),7.4,105802,241,0
Coyote Ugly,2000,PG-13,1h 40min,Comedy; Drama; Music; ,4 August 2000 (USA),5.7,104700,389,0
Green Room,2015,R,1h 35min,Horror; Music; Thriller; ,13 May 2016 (USA),7.0,102334,321,1
August Rush,2007,PG,1h 54min,Drama; Music; ,21 November 2007 (USA),7.5,101979,397,1
Yesterday,2019,PG-13,1h 56min,Comedy; Fantasy; Music; ,28 June 2019 (USA),6.8,100978,934,0
Tenacious D in the Pick of Destiny,2006,R,1h 33min,Adventure; Comedy; Music; ,22 November 2006 (USA),6.8,99944,208,1
Music and Lyrics,2007,PG-13,1h 44min,Comedy; Music; Romance; ,14 February 2007 (USA),6.5,94921,300,0
Nick and Norah's Infinite Playlist,2008,PG-13,1h 30min,Comedy; Drama; Music; ,3 October 2008 (USA),6.6,87186,157,0
Three Colors: Blue,1993,R,1h 34min,Drama; Music; Mystery; ,8 September 1993 (France),7.9,85415,197,1
To Rome With Love,2012,R,1h 52min,Comedy; Music; Romance; ,6 July 2012 (USA),6.3,82764,180,1
Crazy Heart,2009,R,1h 52min,Drama; Music; Romance; ,5 February 2010 (USA),7.2,82500,248,1
Sing Street,2016,PG-13,1h 46min,Comedy; Drama; Music; ,17 March 2016 (Ireland),7.9,81933,196,0
The Doors,1991,R,2h 20min,Biography; Drama; Music; ,1 March 1991 (USA),7.2,81792,243,1
La Vie En Rose,2007,PG-13,2h 20min,Biography; Drama; Music; ,20 July 2007 (USA),7.6,80970,247,1
The Last Song,2010,PG,1h 47min,Drama; Music; Romance; ,31 March 2010 (USA),6.0,79196,207,0
Step Up 2: The Streets,2008,PG-13,1h 38min,Drama; Music; Romance; ,14 February 2008 (USA),6.2,78573,114,1
The Piano,1993,R,2h 1min,Drama; Music; Romance; ,11 February 1994 (USA),7.6,76889,269,0
Burlesque,2010,PG-13,1h 59min,Drama; Music; ,24 November 2010 (USA),6.4,76164,252,1
Frank,2014,R,1h 35min,Comedy; Drama; Music; ,5 September 2014 (USA),7.0,73451,146,1
Youth,2015,R,2h 4min,Comedy; Drama; Music; ,4 December 2015 (USA),7.3,69311,164,0
Saturday Night Fever,1977,R,1h 58min,Drama; Music; ,16 December 1977 (USA),6.8,68890,254,1
Footloose,1984,PG,1h 47min,Drama; Music; Romance; ,17 February 1984 (USA),6.6,67658,141,1
Dreamgirls,2006,PG-13,2h 10min,Drama; Music; ,25 December 2006 (USA),6.5,67216,528,1
Walk Hard: The Dewey Cox Story,2007,R,1h 36min,Comedy; Drama; Music; ,21 December 2007 (USA),6.8,65673,226,1
That Thing You Do!,1996,PG,1h 48min,Comedy; Drama; Music; ,4 October 1996 (USA),6.9,60721,228,0
Control,2007,R,2h 2min,Biography; Drama; Music; ,26 September 2007 (France),7.7,60379,156,0
Black Snake Moan,2006,R,1h 56min,Drama; Music; ,2 March 2007 (USA),6.9,60135,224,1
Coffee and Cigarettes,2003,R,1h 35min,Comedy; Drama; Music; ,11 June 2004 (USA),7.1,58500,178,1
Top Secret!,1984,PG,1h 30min,Comedy; Music; ,8 June 1984 (USA),7.2,58341,180,1
The Legend of 1900,1998,R,2h 49min,Drama; Music; Romance; ,28 October 1998 (Italy),8.1,56898,276,1
Save the Last Dance,2001,PG-13,1h 52min,Drama; Music; Romance; ,12 January 2001 (USA),6.2,56061,325,1
A Night at the Roxbury,1998,PG-13,1h 22min,Comedy; Music; Romance; ,2 October 1998 (USA),6.3,55885,254,1
The Chorus,2004,PG-13,1h 37min,Drama; Music; ,17 March 2004 (France),7.9,55837,124,1
I'm Not There,2007,R,2h 15min,Biography; Drama; Music; ,7 December 2007 (USA),6.9,55709,238,1
Pitch Perfect 3,2017,PG-13,1h 33min,Comedy; Music; ,22 December 2017 (USA),5.8,52949,174,1
Popstar: Never Stop Never Stopping,2016,R,1h 27min,Comedy; Music; ,3 June 2016 (USA),6.7,52196,140,1
Magic Mike XXL,2015,R,1h 55min,Comedy; Drama; Music; ,1 July 2015 (USA),5.6,50888,143,0
The Soloist,2009,PG-13,1h 57min,Biography; Drama; Music; ,24 April 2009 (USA),6.7,50593,156,0
Shine,1996,PG-13,1h 45min,Biography; Drama; Music; ,14 February 1997 (USA),7.7,50286,117,1
The Producers,1967,PG,1h 28min,Comedy; Music; ,10 November 1968 (USA),7.6,48678,263,1
Empire Records,1995,PG-13,1h 30min,Comedy; Drama; Music; ,20 October 1995 (USA),6.7,48158,291,0
Departures,2008,PG-13,2h 10min,Drama; Music; ,19 June 2009 (USA),8.1,47355,150,1
Flashdance,1983,R,1h 35min,Drama; Music; Romance; ,15 April 1983 (USA),6.2,46132,154,1
The Runaways,2010,R,1h 46min,Biography; Drama; Music; ,8 April 2010 (Malaysia),6.5,45492,138,0
"The Adventures of Priscilla, Queen of the Desert",1994,R,1h 44min,Comedy; Music; ,10 August 1994 (USA),7.4,45319,150,1
Footloose,2011,PG-13,1h 53min,Comedy; Drama; Music; ,14 October 2011 (USA),5.9,45304,146,0
Climax,2018,R,1h 37min,Drama; Horror; Music; ,19 September 2018 (France),7.1,45193,352,0
Cold War,2018,R,1h 29min,Drama; History; Music; ,8 June 2018 (Poland),7.6,44833,195,0
Honey,2003,PG-13,1h 34min,Drama; Music; Romance; ,5 December 2003 (USA),5.4,42673,144,1
Shall We Dance,2004,PG-13,1h 46min,Comedy; Drama; Music; ,15 October 2004 (USA),6.1,42622,221,0
Rab Ne Bana Di Jodi,2008,Not Rated,2h 47min,Comedy; Drama; Music; ,12 December 2008 (USA),7.2,42474,147,1
Rock Star,2001,R,1h 45min,Drama; Music; ,7 September 2001 (USA),6.3,40198,197,1
The Double Life of Véronique,1991,R,1h 38min,Drama; Fantasy; Music; ,22 November 1991 (USA),7.8,39948,125,0
Behind The Candelabra,2013,TV-MA,1h 58min,Biography; Drama; Music; ,7 June 2013 (UK),7.0,39655,171,1
A Hard Day's Night,1964,G,1h 27min,Comedy; Music; ,7 July 1964 (UK),7.6,39081,246,1
Hustle & Flow,2005,R,1h 56min,Crime; Drama; Music; ,22 July 2005 (USA),7.3,38021,212,1
Rockstar,2011,Not Rated,2h 39min,Drama; Music; ,11 November 2011 (USA),7.7,37740,168,0
Eurovision Song Contest: The Story of Fire Saga,2020,PG-13,2h 3min,Comedy; Music; ,26 June 2020 (USA),6.6,37498,857,1
The Rocker,2008,PG-13,1h 42min,Comedy; Music; ,20 August 2008 (USA),6.2,36300,112,0
Love & Mercy,2014,PG-13,2h 1min,Biography; Drama; Music; ,19 June 2015 (USA),7.4,34933,160,0
Mr. Holland's Opus,1995,PG,2h 23min,Drama; Music; ,19 January 1996 (USA),7.3,34755,172,0
Detroit Rock City,1999,R,1h 35min,Comedy; Music; ,13 August 1999 (USA),6.9,34741,197,1
Velvet Goldmine,1998,R,1h 58min,Drama; Music; ,23 October 1998 (UK),7.0,33100,324,1
Happy New Year,2014,Not Rated,3h,Action; Comedy; Music; ,24 October 2014 (USA),5.0,33033,227,1
Spice World,1997,PG,1h 33min,Comedy; Music; ,23 January 1998 (USA),3.5,32688,266,0
Captain Corelli's Mandolin,2001,R,2h 11min,Drama; Music; Romance; ,17 August 2001 (USA),5.9,32402,218,0
Jersey Boys,2014,R,2h 14min,Biography; Drama; Music; ,20 June 2014 (USA),6.8,32133,221,1
Sweet and Lowdown,1999,PG-13,1h 35min,Comedy; Drama; Music; ,10 March 2000 (USA),7.2,31584,144,0
The Commitments,1991,R,1h 58min,Comedy; Drama; Music; ,13 September 1991 (USA),7.6,31338,117,1
Hedwig and the Angry Inch,2001,R,1h 35min,Comedy; Drama; Music; ,31 August 2001 (USA),7.7,31272,236,1
The Red Violin,1998,R,2h 10min,Drama; Music; Mystery; ,11 June 1999 (USA),7.6,31107,263,0
54,1998,R,1h 33min,Drama; Music; ,28 August 1998 (USA),5.9,31071,194,0
Se7en,1995,R,2h 7min,Crime; Drama; Mystery; ,22 September 1995 (USA),8.6,1390231,1460,1
The Prestige,2006,PG-13,2h 10min,Drama; Mystery; Sci-Fi; ,20 October 2006 (USA),8.5,1144521,1394,0
Memento,2000,R,1h 53min,Mystery; Thriller; ,25 May 2001 (USA),8.4,1090298,2254,1
Shutter Island,2010,R,2h 18min,Mystery; Thriller; ,19 February 2010 (USA),8.1,1086350,1269,1
The Usual Suspects,1995,R,1h 46min,Crime; Mystery; Thriller; ,16 August 1995 (USA),8.5,961814,1355,0
The Sixth Sense,1999,PG-13,1h 47min,Drama; Mystery; Thriller; ,6 August 1999 (USA),8.1,888925,2223,1
Gone Girl,2014,R,2h 29min,Drama; Mystery; Thriller; ,3 October 2014 (USA),8.1,825450,1449,1
Donnie Darko,2001,R,1h 53min,Drama; Mystery; Sci-Fi; ,30 January 2002 (France),8.0,724912,2276,0
The Hunger Games: Catching Fire,2013,PG-13,2h 26min,Action; Adventure; Mystery; ,22 November 2013 (USA),7.5,600100,720,1
The Bourne Ultimatum,2007,PG-13,1h 55min,Action; Mystery; Thriller; ,3 August 2007 (USA),8.0,595435,882,0
Apocalypse Now,1979,R,2h 27min,Drama; Mystery; War; ,15 August 1979 (USA),8.4,585989,1183,1
Now You See Me,2013,PG-13,1h 55min,Crime; Mystery; Thriller; ,31 May 2013 (USA),7.3,581644,760,1
Psycho,1960,R,1h 49min,Horror; Mystery; Thriller; ,8 September 1960 (USA),8.5,580951,1263,1
Prisoners,2013,R,2h 33min,Crime; Drama; Mystery; ,20 September 2013 (USA),8.1,575040,901,1
Sherlock Holmes,2009,PG-13,2h 8min,Action; Adventure; Mystery; ,25 December 2009 (USA),7.6,571401,693,0
Arrival,2016,PG-13,1h 56min,Drama; Mystery; Sci-Fi; ,11 November 2016 (USA),7.9,569760,1861,0
12 Monkeys,1995,R,2h 9min,Mystery; Sci-Fi; Thriller; ,5 January 1996 (USA),8.0,565403,641,1
Prometheus,2012,R,2h 4min,Adventure; Mystery; Sci-Fi; ,8 June 2012 (USA),7.0,557990,2543,1
L.A. Confidential,1997,R,2h 18min,Crime; Drama; Mystery; ,19 September 1997 (USA),8.2,518387,710,1
Oldboy,2003,R,1h 41min,Action; Drama; Mystery; ,21 November 2003 (South Korea),8.4,496687,1000,1
The Bourne Identity,2002,PG-13,1h 59min,Action; Mystery; Thriller; ,14 June 2002 (USA),7.9,496180,912,1
Minority Report,2002,PG-13,2h 25min,Action; Crime; Mystery; ,21 June 2002 (USA),7.6,495547,1381,0
The Hateful Eight,2015,R,2h 48min,Crime; Drama; Mystery; ,30 December 2015 (USA),7.8,493754,1430,1
Watchmen,2009,R,2h 42min,Action; Drama; Mystery; ,6 March 2009 (USA),7.6,487717,1398,0
Source Code,2011,PG-13,1h 33min,Action; Drama; Mystery; ,1 April 2011 (USA),7.5,474236,635,0
Get Out,2017,R,1h 44min,Horror; Mystery; Thriller; ,24 February 2017 (USA),7.7,465577,1566,0
Ex Machina,2014,R,1h 48min,Drama; Mystery; Sci-Fi; ,24 April 2015 (USA),7.7,458187,884,0
Hot Fuzz,2007,R,2h 1min,Action; Comedy; Mystery; ,20 April 2007 (USA),7.8,450223,811,1
Zodiac,2007,R,2h 37min,Crime; Drama; Mystery; ,2 March 2007 (USA),7.7,436901,768,0
Blade Runner 2049,2017,R,2h 44min,Action; Drama; Mystery; ,6 October 2017 (USA),8.0,434995,2337,0
Rear Window,1954,PG,1h 52min,Mystery; Thriller; ,September 1954 (USA),8.4,428644,838,1
The Conjuring,2013,R,1h 52min,Horror; Mystery; Thriller; ,19 July 2013 (USA),7.5,427069,1054,0
The Bourne Supremacy,2004,PG-13,1h 48min,Action; Mystery; Thriller; ,23 July 2004 (USA),7.7,424855,847,1
Divergent,2014,PG-13,2h 19min,Action; Adventure; Mystery; ,21 March 2014 (USA),6.7,416400,797,1
Sherlock Holmes: A Game of Shadows,2011,PG-13,2h 9min,Action; Adventure; Mystery; ,16 December 2011 (USA),7.5,411748,446,1
Mystic River,2003,R,2h 18min,Crime; Drama; Mystery; ,15 October 2003 (USA),7.9,409000,1036,0
The Girl with the Dragon Tattoo,2011,R,2h 38min,Crime; Drama; Mystery; ,21 December 2011 (USA),7.8,408988,723,1
The Maze Runner,2014,PG-13,1h 53min,Action; Mystery; Sci-Fi; ,19 September 2014 (USA),6.8,406551,612,1
The Da Vinci Code,2006,PG-13,2h 29min,Mystery; Thriller; ,19 May 2006 (USA),6.6,390693,2019,0
Citizen Kane,1941,PG,1h 59min,Drama; Mystery; ,5 September 1941 (USA),8.3,386235,1440,0
Unbreakable,2000,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,22 November 2000 (USA),7.3,377965,1496,0
Saw,2004,R,1h 43min,Horror; Mystery; ,29 October 2004 (USA),7.6,369825,1612,0
The Thing,1982,R,1h 49min,Horror; Mystery; Sci-Fi; ,25 June 1982 (USA),8.1,356786,1095,1
Vertigo,1958,PG,2h 8min,Mystery; Romance; Thriller; ,22 May 1958 (UK),8.3,348553,848,1
The Lives of Others,2006,R,2h 17min,Drama; Mystery; Thriller; ,30 March 2007 (USA),8.4,346768,510,1
Cloud Atlas,2012,R,2h 52min,Action; Drama; Mystery; ,26 October 2012 (USA),7.4,338490,984,0
The Game,1997,R,2h 9min,Drama; Mystery; Thriller; ,12 September 1997 (USA),7.8,334123,631,0
Super 8,2011,PG-13,1h 52min,Mystery; Sci-Fi; Thriller; ,10 June 2011 (USA),7.0,332878,924,1
Signs,2002,PG-13,1h 46min,Drama; Mystery; Sci-Fi; ,2 August 2002 (USA),6.7,330229,2413,1
Inside Man,2006,R,2h 9min,Crime; Drama; Mystery; ,24 March 2006 (USA),7.6,329267,718,0
The Others,2001,PG-13,1h 44min,Horror; Mystery; Thriller; ,10 August 2001 (USA),7.6,328626,1147,1
Moon,2009,R,1h 37min,Drama; Mystery; Sci-Fi; ,10 July 2009 (USA),7.9,327607,620,1
Sleepy Hollow,1999,R,1h 45min,Fantasy; Horror; Mystery; ,19 November 1999 (USA),7.3,320863,1023,0
The Devil's Advocate,1997,R,2h 24min,Drama; Mystery; Thriller; ,17 October 1997 (USA),7.5,319323,473,0
The Ring,2002,PG-13,1h 55min,Horror; Mystery; ,18 October 2002 (USA),7.1,313252,1666,1
Mulholland Drive,2001,R,2h 27min,Drama; Mystery; Thriller; ,19 October 2001 (USA),8.0,309859,1922,1
National Treasure,2004,PG,2h 11min,Action; Adventure; Mystery; ,19 November 2004 (USA),6.9,297865,741,1
Lucky Number Slevin,2006,R,1h 50min,Crime; Drama; Mystery; ,7 April 2006 (USA),7.7,295883,548,1
Eyes Wide Shut,1999,R,2h 39min,Drama; Mystery; Thriller; ,16 July 1999 (USA),7.4,291877,1626,1
Salt,2010,PG-13,1h 40min,Action; Mystery; Thriller; ,23 July 2010 (USA),6.4,289816,580,1
North by Northwest,1959,Approved,2h 16min,Adventure; Mystery; Thriller; ,26 September 1959 (Japan),8.3,289249,602,1
Chinatown,1974,R,2h 10min,Drama; Mystery; Thriller; ,20 June 1974 (USA),8.2,284178,536,0
10 Cloverfield Lane,2016,PG-13,1h 43min,Drama; Horror; Mystery; ,11 March 2016 (USA),7.2,280920,752,1
Scream,1996,R,1h 51min,Horror; Mystery; ,20 December 1996 (USA),7.2,276756,969,0
Insidious,2010,PG-13,1h 43min,Horror; Mystery; Thriller; ,1 April 2011 (USA),6.8,269842,885,0
Insomnia,2002,R,1h 58min,Drama; Mystery; Thriller; ,24 May 2002 (USA),7.2,266499,686,1
Angels & Demons,2009,PG-13,2h 18min,Action; Mystery; Thriller; ,15 May 2009 (USA),6.7,266342,494,1
1408,2007,PG-13,1h 44min,Fantasy; Horror; Mystery; ,22 June 2007 (USA),6.8,250909,635,1
Contact,1997,PG,2h 30min,Drama; Mystery; Sci-Fi; ,11 July 1997 (USA),7.4,247426,698,1
Non-Stop,2014,PG-13,1h 46min,Action; Mystery; Thriller; ,28 February 2014 (USA),6.9,245364,449,1
Gone Baby Gone,2007,R,1h 54min,Crime; Drama; Mystery; ,19 October 2007 (USA),7.6,244160,563,1
Unknown,2011,PG-13,1h 53min,Action; Mystery; Thriller; ,18 February 2011 (USA),6.8,243861,385,0
Vanilla Sky,2001,R,2h 16min,Fantasy; Mystery; Romance; ,14 December 2001 (USA),6.9,243022,1293,0
Atonement,2007,R,2h 3min,Drama; Mystery; Romance; ,11 January 2008 (USA),7.8,241597,650,1
The Village,2004,PG-13,1h 48min,Drama; Mystery; Thriller; ,30 July 2004 (USA),6.5,237425,2060,0
Saw II,2005,R,1h 33min,Horror; Mystery; ,28 October 2005 (USA),6.6,227844,885,0
The Blair Witch Project,1999,R,1h 21min,Horror; Mystery; ,30 July 1999 (USA),6.5,226136,3515,0
The Fountain,2006,PG-13,1h 37min,Drama; Mystery; Romance; ,22 November 2006 (USA),7.2,224147,985,0
Identity,2003,R,1h 30min,Mystery; Thriller; ,25 April 2003 (USA),7.3,221013,772,0
Knowing,2009,PG-13,2h 1min,Action; Drama; Mystery; ,20 March 2009 (USA),6.2,216703,885,1
Paranormal Activity,2007,R,1h 26min,Horror; Mystery; Thriller; ,16 October 2009 (USA),6.3,216061,1262,0
Disturbia,2007,PG-13,1h 45min,Crime; Drama; Mystery; ,13 April 2007 (USA),6.8,215909,528,0
The Conjuring 2,2016,R,2h 14min,Horror; Mystery; Thriller; ,10 June 2016 (USA),7.3,215865,548,0
Hereditary,2018,R,2h 7min,Drama; Horror; Mystery; ,8 June 2018 (USA),7.3,214954,3086,1
National Treasure: Book of Secrets,2007,PG,2h 4min,Action; Adventure; Mystery; ,21 December 2007 (USA),6.5,214171,319,0
Sinister,2012,R,1h 50min,Horror; Mystery; Thriller; ,12 October 2012 (USA),6.8,212002,667,0
The Girl with the Dragon Tattoo,2009,R,2h 32min,Crime; Drama; Mystery; ,30 April 2010 (USA),7.8,205262,316,0
Cube,1997,R,1h 30min,Drama; Mystery; Sci-Fi; ,11 July 1998 (Netherlands),7.2,204760,819,0
Us,2019,R,1h 56min,Horror; Mystery; Thriller; ,22 March 2019 (USA),6.9,204739,3049,1
It Follows,2014,R,1h 40min,Horror; Mystery; Thriller; ,13 March 2015 (USA),6.8,201012,997,1
Murder on the Orient Express,2017,PG-13,1h 54min,Crime; Drama; Mystery; ,10 November 2017 (USA),6.5,200486,877,0
Wind River,2017,R,1h 47min,Crime; Drama; Mystery; ,18 August 2017 (USA),7.7,193037,609,0
The Happening,2008,R,1h 31min,Drama; Mystery; Sci-Fi; ,13 June 2008 (USA),5.0,192408,1379,0
The Number 23,2007,R,1h 38min,Crime; Mystery; Thriller; ,23 February 2007 (USA),6.4,190439,414,1
The Secret in Their Eyes,2009,R,2h 9min,Drama; Mystery; Romance; ,21 May 2010 (USA),8.2,186147,291,0
Orphan,2009,R,2h 3min,Horror; Mystery; Thriller; ,24 July 2009 (USA),6.9,186073,489,1
The Witch,2015,R,1h 32min,Drama; Horror; Mystery; ,19 February 2016 (USA),6.9,185878,982,0
Dark City,1998,R,1h 40min,Mystery; Sci-Fi; Thriller; ,27 February 1998 (USA),7.6,184177,679,1
Tinker Tailor Soldier Spy,2011,R,2h 2min,Drama; Mystery; Thriller; ,6 January 2012 (USA),7.1,182571,604,0
Mother!,2017,R,2h 1min,Drama; Horror; Mystery; ,15 September 2017 (USA),6.6,182167,2074,0
Forrest Gump,1994,PG-13,2h 22min,Romance; ,6 July 1994 (USA),8.8,1741481,2355,1
Titanic,1997,PG-13,3h 14min,Romance; ,19 December 1997 (USA),7.8,1017379,2864,1
Eternal Sunshine of the Spotless Mind,2004,R,1h 48min,Romance; ,19 March 2004 (USA),8.3,882688,1800,1
Good Will Hunting,1997,R,2h 6min,Romance; ,9 January 1998 (USA),8.3,830366,887,1
Slumdog Millionaire,2008,R,2h,Romance; ,25 December 2008 (USA),8.0,782771,1126,1
Amélie,2001,R,2h 2min,Comedy; Romance; ,8 February 2002 (USA),8.3,686825,1481,0
Silver Linings Playbook,2012,R,2h 2min,Comedy; Romance; ,25 December 2012 (USA),7.7,648078,836,0
Life Is Beautiful,1997,PG-13,1h 56min,Comedy; Romance; ,12 February 1999 (USA),8.6,600633,1318,1
The Curious Case of Benjamin Button,2008,PG-13,2h 46min,Romance; ,25 December 2008 (USA),7.8,572320,948,0
Groundhog Day,1993,PG,1h 41min,Comedy; Romance; ,12 February 1993 (USA),8.0,566305,769,1
Her,2013,R,2h 6min,Romance; ,10 January 2014 (USA),8.0,518426,1060,1
Cast Away,2000,PG-13,2h 23min,Romance; ,22 December 2000 (USA),7.8,506482,1179,0
Casablanca,1942,PG,1h 42min,Romance; ,23 January 1943 (USA),8.5,506322,1292,1
The Notebook,2004,PG-13,2h 3min,Romance; ,25 June 2004 (USA),7.8,503964,1255,0
The Great Gatsby,2013,PG-13,2h 23min,Romance; ,10 May 2013 (USA),7.2,462941,902,1
500 Days of Summer,2009,PG-13,1h 35min,Comedy; Romance; ,7 August 2009 (USA),7.7,461834,601,0
"Crazy, Stupid, Love",2011,PG-13,1h 58min,Comedy; Romance; ,29 July 2011 (USA),7.4,460023,370,0
The Perks of Being a Wallflower,2012,PG-13,1h 43min,Romance; ,12 October 2012 (USA),8.0,448222,618,1
Edward Scissorhands,1990,PG-13,1h 45min,Romance; ,14 December 1990 (USA),7.9,434955,656,0
Love Actually,2003,R,2h 15min,Comedy; Romance; ,14 November 2003 (USA),7.6,413896,1136,1
Twilight,2008,PG-13,2h 2min,Romance; ,21 November 2008 (USA),5.2,413326,1654,1
The Terminal,2004,PG-13,2h 8min,Comedy; Romance; ,18 June 2004 (USA),7.4,393039,702,1
The Theory of Everything,2014,PG-13,2h 3min,Romance; ,26 November 2014 (USA),7.7,387452,501,1
The 40-Year-Old Virgin,2005,R,1h 56min,Comedy; Romance; ,19 August 2005 (USA),7.1,384072,587,1
Midnight in Paris,2011,PG-13,1h 34min,Comedy; Romance; ,10 June 2011 (USA),7.7,376680,609,1
Vertigo,1958,PG,2h 8min,Romance; ,22 May 1958 (UK),8.3,348647,848,1
Easy A,2010,PG-13,1h 32min,Comedy; Romance; ,17 September 2010 (USA),7.0,348230,339,1
Knocked Up,2007,R,2h 9min,Comedy; Romance; ,1 June 2007 (USA),6.9,343791,584,0
Passengers,2016,PG-13,1h 56min,Romance; ,21 December 2016 (USA),7.0,337271,1173,0
The Fault in Our Stars,2014,PG-13,2h 6min,Romance; ,6 June 2014 (USA),7.7,334274,679,1
Friends with Benefits,2011,R,1h 49min,Comedy; Romance; ,22 July 2011 (USA),6.5,332366,238,0
Yes Man,2008,PG-13,1h 44min,Comedy; Romance; ,19 December 2008 (USA),6.8,327950,302,0
Wedding Crashers,2005,R,1h 59min,Comedy; Romance; ,15 July 2005 (USA),6.9,326314,667,0
50 First Dates,2004,PG-13,1h 39min,Comedy; Romance; ,13 February 2004 (USA),6.8,318838,505,1
Brokeback Mountain,2005,R,2h 14min,Romance; ,13 January 2006 (USA),7.7,315187,2337,1
A Star Is Born,2018,R,2h 16min,Romance; ,5 October 2018 (USA),7.7,313248,2667,0
Up in the Air,2009,R,1h 49min,Comedy; Romance; ,23 December 2009 (USA),7.4,312919,522,0
50_50,2011,R,1h 40min,Comedy; Romance; ,30 September 2011 (USA),7.6,310708,428,1
Moonrise Kingdom,2012,PG-13,1h 34min,Comedy; Romance; ,29 June 2012 (USA),7.8,309368,438,1
Meet the Parents,2000,PG-13,1h 48min,Comedy; Romance; ,6 October 2000 (USA),7.0,304804,517,0
Fifty Shades of Grey,2015,R,2h 5min,Romance; ,13 February 2015 (USA),4.1,291846,1543,1
Hitch,2005,PG-13,1h 58min,Comedy; Romance; ,11 February 2005 (USA),6.6,290474,410,1
10 Things I Hate About You,1999,PG-13,1h 37min,Comedy; Romance; ,31 March 1999 (USA),7.3,287665,616,1
The Proposal,2009,PG-13,1h 48min,Comedy; Romance; ,19 June 2009 (USA),6.7,287564,330,0
There's Something About Mary,1998,R,1h 59min,Comedy; Romance; ,15 July 1998 (USA),7.1,284962,649,0
Gone with the Wind,1939,Passed,3h 58min,Romance; ,17 January 1940 (USA),8.1,281474,870,1
Pretty Woman,1990,R,1h 59min,Comedy; Romance; ,23 March 1990 (USA),7.0,279357,334,1
Pitch Perfect,2012,PG-13,1h 52min,Comedy; Romance; ,5 October 2012 (USA),7.2,269450,316,1
As Good as It Gets,1997,PG-13,2h 19min,Comedy; Romance; ,25 December 1997 (USA),7.7,268396,539,1
Notting Hill,1999,PG-13,2h 4min,Comedy; Romance; ,28 May 1999 (USA),7.1,263330,669,1
Moulin Rouge!,2001,PG-13,2h 7min,Romance; ,1 June 2001 (USA),7.6,261663,2352,1
Bridesmaids,2011,R,2h 5min,Comedy; Romance; ,13 May 2011 (USA),6.8,261604,563,1
Before Sunrise,1995,R,1h 41min,Romance; ,27 January 1995 (USA),8.1,259505,491,0
Forgetting Sarah Marshall,2008,R,1h 51min,Comedy; Romance; ,18 April 2008 (USA),7.1,257218,367,1
The Graduate,1967,PG,1h 46min,Comedy; Romance; ,21 December 1967 (USA),8.0,248509,747,1
Meet the Fockers,2004,PG-13,1h 55min,Comedy; Romance; ,22 December 2004 (USA),6.3,247839,440,1
Annie Hall,1977,PG,1h 33min,Comedy; Romance; ,20 April 1977 (USA),8.0,247004,534,0
Pride & Prejudice,2005,PG,2h 9min,Romance; ,23 November 2005 (USA),7.8,244775,1158,1
Vanilla Sky,2001,R,2h 16min,Romance; ,14 December 2001 (USA),6.9,243067,1294,1
Atonement,2007,R,2h 3min,Romance; ,11 January 2008 (USA),7.8,241646,650,0
The Adjustment Bureau,2011,PG-13,1h 46min,Romance; ,4 March 2011 (USA),7.0,238519,473,0
Vicky Cristina Barcelona,2008,PG-13,1h 36min,Comedy; Romance; ,15 August 2008 (USA),7.1,237781,398,1
Some Like It Hot,1959,Not Rated,2h 1min,Comedy; Romance; ,19 March 1959 (USA),8.2,236307,416,0
Jerry Maguire,1996,R,2h 19min,Comedy; Romance; ,13 December 1996 (USA),7.3,235416,366,1
The Holiday,2006,PG-13,2h 16min,Comedy; Romance; ,8 December 2006 (USA),6.9,235047,560,0
Grease,1978,PG,1h 50min,Romance; ,16 June 1978 (USA),7.2,230215,415,0
The Reader,2008,R,2h 4min,Romance; ,30 January 2009 (USA),7.6,226284,431,0
Before Sunset,2004,R,1h 20min,Romance; ,30 July 2004 (USA),8.0,226255,542,1
The Artist,2011,PG-13,1h 40min,Comedy; Romance; ,20 January 2012 (USA),7.9,226187,661,0
Don Jon,2013,R,1h 30min,Comedy; Romance; ,27 September 2013 (USA),6.5,224896,338,1
The Fountain,2006,PG-13,1h 37min,Romance; ,22 November 2006 (USA),7.2,224185,985,1
Marriage Story,2019,R,2h 17min,Comedy; Romance; ,6 December 2019 (USA),8.0,219894,1178,1
Bridget Jones's Diary,2001,R,1h 37min,Comedy; Romance; ,13 April 2001 (USA),6.7,218715,588,1
The Beach,2000,R,1h 59min,Romance; ,11 February 2000 (USA),6.7,218197,587,1
Warm Bodies,2013,PG-13,1h 38min,Comedy; Romance; ,1 February 2013 (USA),6.9,215679,378,0
Just Go with It,2011,PG-13,1h 57min,Comedy; Romance; ,11 February 2011 (USA),6.4,215475,271,1
Singin' in the Rain,1952,G,1h 43min,Comedy; Romance; ,11 April 1952 (USA),8.3,211370,664,1
Mr. Nobody,2009,R,2h 21min,Romance; ,26 September 2013 (USA),7.8,210352,393,1
Meet Joe Black,1998,PG-13,2h 58min,Romance; ,13 November 1998 (USA),7.2,208791,799,1
