Gender,Age,Country,100 Grand Bar,Any full-sized candy bar,Bottle Caps,Box'o'Raisins,Butterfinger,Candy Corn,Dots,Glow sticks,Gummy Bears,Heath Bar,Hershey's Dark Chocolate,Hershey’s Milk Chocolate,Jolly Ranchers,Junior Mints,Kit Kat,LaffyTaffy,LemonHeads,Mike and Ike,Milky Way,Regular M&Ms,Peanut M&M’s,Nerds,Pencils,Reese’s Peanut Butter Cups,Rolos,Skittles,Snickers,Sourpatch Kids ,Starburst,Swedish Fish,Three Musketeers,
Male,34,usa,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,MEH,JOY,
Male,50,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,40,United States,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,JOY,JOY,
Female,51,Unied States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd rather not say,33,United States,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,JOY,JOY,
Female,50,USA,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,,,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,
Male,51,Netherlands,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,MEH,,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,
Male,69,USA,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,JOY,
Male,38,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,44,Canada,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,
Male,69,USA,MEH,JOY,,,MEH,DESPAIR,,,,MEH,JOY,MEH,,,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,,,,,MEH,JOY,,,,JOY,
Female,47,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,23,UK,,JOY,,,,DESPAIR,,MEH,JOY,,DESPAIR,DESPAIR,,,JOY,,,,,JOY,JOY,,DESPAIR,JOY,JOY,JOY,JOY,,JOY,,,
Male,44,germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,9,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,41,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,32,United States ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,39,USA,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,
Male,25,usa,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Female,47,USA,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,
Male,68,USA,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,,JOY,MEH,JOY,
Male,41,USA,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,
Female,54,us,MEH,MEH,MEH,MEH,,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,
Female,11,Usa,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,
Female,37,USA,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,
Male,43,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,49,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,20,U.S.A.,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,
Female,20,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,21,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,20,USA ,MEH,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,
Male,54,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,35,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,24,united states,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,MEH,,JOY,JOY,JOY,,
Female,27,United States,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,
Male,34,Canada,MEH,JOY,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,
Male,21,United States of America,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,48,United States,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,
Male,37,USA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,46,US,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,
Male,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,53,USA,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,
Female,52,USA,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,
Male,39,Canada,,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,,MEH,JOY,MEH,JOY,JOY,MEH,,JOY,,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,
Male,20,United States,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,MEH,
Male,72,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd rather not say,37,United States,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,
Male,44,United States,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,
Male,39,United States of America,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Female,6,United States,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,
Female,10,Canada,MEH,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,
Male,60,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,43,Usa,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,
Female,38,USA,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,
Male,30,United States of America,MEH,JOY,,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,
Male,51,USA,MEH,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,39,USA ,JOY,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,
Male,45,United states,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,
Male,55,usa,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,
Male,34,USA ,JOY,JOY,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,
Male,35,United States,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,
Female,38,Usa,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,
Male,47,USA,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,63,united states,JOY,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,
Male,45,Canada,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,
Other,50,Canada,MEH,JOY,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,
Male,35,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,66,US,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,,JOY,MEH,MEH,JOY,MEH,
Female,10,Europe,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,
Female,59,US,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,
Female,39,USA ,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,MEH,
Male,58,USA,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,
Female,41,USA,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,
Female,68,USA,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,
Female,28,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,38,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,37,USA ,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,34,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,45,Us,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,
Female,36,usa,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,
Female,71,USA,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,
Female,12,us,JOY,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,
Male,37,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,33,US,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,31,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,32,USA,MEH,JOY,,JOY,JOY,DESPAIR,,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,,,,JOY,JOY,JOY,,DESPAIR,JOY,,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,
I'd rather not say,90,Earth,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,
Male,33,Usa,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,
Male,24,United States,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,
I'd rather not say,71,USA,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,,JOY,JOY,JOY,JOY,DESPAIR,JOY,
Female,52,usa,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,
Female,60,USA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,58,USA,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,
Male,46,United States,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,MEH,MEH,DESPAIR,
Female,34,USA,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,
Male,42,Usa,MEH,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,,United States,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,JOY,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,
Male,48,united states,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,
Female,27,USA,JOY,JOY,DESPAIR,DESPAIR,JOY,,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,
Female,43,United States,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,
Male,45,United Kingdom,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,,Canada,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,31,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,60,U S,JOY,MEH,MEH,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,
Male,54,USA,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,DESPAIR,JOY,
Male,53,United States,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,
Female,32,United States of America,JOY,JOY,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,
Female,24,United States of America ,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,
Male,31,canada,JOY,DESPAIR,JOY,MEH,MEH,DESPAIR,,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,
Male,39,USA,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,
